source_row_index,sentence,emotion,cleaned_text
7407,My heart is racing thinking about the presentation today.,fear,my heart is racing thinking about the presentation today.
15834,This rainy weather matches my mood perfectly today though.,sadness,this rainy weather matches my mood perfectly today though.
7468,I'm really scared about this job interview tomorrow.,fear,i'm really scared about this job interview tomorrow.
12491,I just won tickets to my dream concert tonight!,surprise,i just won tickets to my dream concert tonight!
2551,I've never been so scared in my entire life.,fear,i've never been so scared in my entire life.
11253,I love watching you do what makes you happy!,love,i love watching you do what makes you happy!
12550,This week has been one big disappointment after another,sadness,this week has been one big disappointment after another
17136,I'm freaking out about this big presentation at work.,fear,i'm freaking out about this big presentation at work.
5499,This stupid computer won't stop freezing on me.,anger,this stupid computer won't stop freezing on me.
13288,"I'm so in love with him right now, honestly.",love,"i'm so in love with him right now, honestly."
6950,I'm missing my family a lot lately it hurts,sadness,i'm missing my family a lot lately it hurts
10663,I just realized I forgot my phone charger.,surprise,i just realized i forgot my phone charger.
10745,Everything feels so light and completely carefree today somehow.,happiness,everything feels so light and completely carefree today somehow.
19825,Met an amazing person and I'm kinda on cloud nine.,happiness,met an amazing person and i'm kinda on cloud nine.
10509,I'm so frustrated with this stupid computer error.,anger,i'm so frustrated with this stupid computer error.
1953,I love watching movies together on Fridays always,love,i love watching movies together on fridays always
10587,Body's buzzing with a little extra joyful energy today.,happiness,body's buzzing with a little extra joyful energy today.
2395,"Ugh, I hate it when people don't listen to me.",anger,"ugh, i hate it when people don't listen to me."
1321,You make my life a million times better.,love,you make my life a million times better.
8595,I feel pretty frustrated with this traffic jam.,anger,i feel pretty frustrated with this traffic jam.
10160,How did this even happen to me today?,surprise,how did this even happen to me today?
16444,Today was amazing because we spent time together.,love,today was amazing because we spent time together.
4194,I'm struggling to stay positive today,sadness,i'm struggling to stay positive today
13029,My anxiety is starting to kick in today somehow.,fear,my anxiety is starting to kick in today somehow.
7219,My brother just told me he's moving abroad soon.,surprise,my brother just told me he's moving abroad soon.
18488,"No freaking way, this is actually happening!",surprise,"no freaking way, this is actually happening!"
18866,"My heart is racing just a tiny bit, weirdly.",fear,"my heart is racing just a tiny bit, weirdly."
15995,This traffic is making me so angry right now.,anger,this traffic is making me so angry right now.
4518,My day is really looking up right now somehow.,happiness,my day is really looking up right now somehow.
926,I'm so grateful for our friendship,love,i'm so grateful for our friendship
11264,I'm a bit annoyed at this traffic jam already,anger,i'm a bit annoyed at this traffic jam already
1417,"I'm not loving the sound of that plan, guys.",fear,"i'm not loving the sound of that plan, guys."
12869,I'm actually loving this new restaurant in town now.,surprise,i'm actually loving this new restaurant in town now.
17076,It turns out my coworker is also a musician too.,surprise,it turns out my coworker is also a musician too.
19478,Everything feels rather perfect today somehow.,happiness,everything feels rather perfect today somehow.
3388,I'm really crushing on someone new right now,love,i'm really crushing on someone new right now
15975,I'm literally shaking with rage about the news today.,anger,i'm literally shaking with rage about the news today.
736,"I'm so stunned, can't process this right now.",surprise,"i'm so stunned, can't process this right now."
5157,Today's concert has me rather excited and energized suddenly.,happiness,today's concert has me rather excited and energized suddenly.
609,Just landed my dream job and I'm rather thrilled!,happiness,just landed my dream job and i'm rather thrilled!
6639,I feel like the luckiest person when we kiss somehow.,love,i feel like the luckiest person when we kiss somehow.
3410,Totally thrilled about my new job opportunity today!,happiness,totally thrilled about my new job opportunity today!
11921,I feel really lucky to have her by my side.,love,i feel really lucky to have her by my side.
3560,Everything felt brighter after that phone call yesterday morning.,happiness,everything felt brighter after that phone call yesterday morning.
4476,Her wedding was definitely the highlight of my summer.,happiness,her wedding was definitely the highlight of my summer.
481,"Ugh, my computer crashed again for no reason.",anger,"ugh, my computer crashed again for no reason."
2288,I didn't see that plot twist coming at all!,surprise,i didn't see that plot twist coming at all!
1719,Life is a little sweeter with him by my side.,happiness,life is a little sweeter with him by my side.
2445,I had a pretty disappointing morning so far.,sadness,i had a pretty disappointing morning so far.
